tid,pathhash,sid,pid,tm,cpathhash,st,du
2052915500,1068934215,127618319,1798286609,1537382100000,2036958521,0,1945604815
785992331,940060004,234698513,1121172875,1537382160000,649734728,1,1595953398
998351292,1684106402,335471116,1308927845,1537382220000,2017354584,1,391447681
1935637221,403424356,321142942,745160567,1537382280000,610984013,1,1644443712
1393931310,788117692,1566723494,510113906,1537382340000,1622006612,1,66233253
1286783232,1874154700,1632392469,2008362258,1537382400000,760563749,1,1753447031
1810132623,895947612,846492085,1096283470,1537382460000,152005629,1,75457651
362239120,1796488937,423031029,1712669532,1537382520000,1225373914,0,60830820
759156157,1635546341,1698156408,1740035246,1537382580000,884457408,1,913190639
1845066581,1018937824,905654280,1915058446,1537382640000,1419810764,1,922151033
1516369375,55909012,1394336709,1387228415,1537382700000,120960120,0,748658608
546718765,167185492,592179046,1937348256,1537382760000,1641808846,1,1358444045
750044075,331844619,310656974,64830413,1537382820000,159259014,1,653687670
356473385,2136344592,110992469,329611835,1537382880000,2091156596,1,863831416
1508395126,1638172114,972765878,1651945012,1537382940000,2034688500,1,1007251739
1556595366,194494468,1167116739,853993923,1537383000000,1347870667,0,1702146597
644460953,591723622,1166726978,95395916,1537383060000,1856056345,0,1778535015
2032251042,24433162,1725097945,519821334,1537383120000,1781256139,0,1307096070
1014328909,2081303229,1223685984,1076835071,1537383180000,1463757745,1,1525262377
1837760739,1418428263,2059904228,1836643189,1537383240000,1355316001,0,1597462040
403716510,853119666,559670971,1144648478,1537383300000,1576861390,0,600746945
1566502717,1458849419,1824835605,981661423,1537383360000,269468037,0,1681595665
787867107,57494364,1828757853,1374677625,1537383420000,1345636186,1,963269035
1359484306,2140832232,157456214,1659791576,1537383480000,1935365522,1,1483022288
1159785389,1410986873,2110245805,221036634,1537383540000,1335050193,1,1418370913
391359742,2081853534,707610042,710714889,1537383600000,551734240,0,1757293506
687780858,1734161410,1364614850,1211076369,1537383660000,361993357,0,459296537
2015601401,1287712235,1165897474,1551870003,1537383720000,967765295,0,1917513796
1182320432,1734853116,703504298,201556483,1537383780000,214074868,0,1442045361
146611050,415138788,13326370,1268650975,1537383840000,731395981,0,1196765369
486898233,650023597,1282473384,575593575,1537383900000,346861221,0,1188392295
226710952,1509563803,684874119,1157740463,1537383960000,1379435698,1,1529306539
1635985705,695682681,1073502961,1582797472,1537384020000,644166178,0,892529689
1757676444,182738614,94345706,670035812,1537384080000,1870647526,0,1204167249
1047503754,1722023916,2009787198,32017212,1537384140000,1121454968,1,1006485584
466505482,1580893732,1547425104,152134087,1537384200000,1615780336,0,1783593083
1750905143,1782704802,2094411587,1833638914,1537384260000,1620303253,0,90320863
1216590855,2107447833,60559178,395629617,1537384320000,1122134344,0,1471868639
876563773,87765719,1413653265,1418621776,1537384380000,446073433,1,1181199958
125622176,542060780,237351678,1967892594,1537384440000,342597804,0,1308244637
1860944798,1179381257,258754732,333362446,1537384500000,597255128,1,985397764
1476394199,837764579,1501587365,1007603019,1537384560000,348100441,0,1597249648
89387388,1333592072,655381473,1486371051,1537384620000,1121647253,0,1694556038
1076496284,1508646930,1291286504,795372831,1537384680000,1072601481,1,121295574
1887813102,485041780,1459672753,117244645,1537384740000,1540011289,0,239465106
1596000437,832947102,1061804750,507084503,1537384800000,1225439493,1,1454127753
667026744,1926764753,1845904670,1497973285,1537384860000,1846896625,0,1555690610
13329486,327177752,1458540918,1164371389,1537384920000,517210187,1,267760927
633070006,1459794865,1776957250,1268066861,1537384980000,827966648,1,1938056729
1273765644,701141022,1447689627,112061925,1537385040000,764577347,0,1344645519
1234776885,540159270,422250493,1690287238,1537385100000,1690254271,0,1440047379
343965883,230835489,280884709,1847509784,1537385160000,2114650936,1,1635756693
504527234,101478235,540585569,1007653873,1537385220000,836514715,0,1414521932
828441346,1899073220,555826066,174573182,1537385280000,858242339,1,1310540333
1715998167,1386767190,1558712965,2025864991,1537385340000,1589683045,1,1340328248
1401132667,717386707,1900164709,540642172,1537385400000,1875308878,1,1445157774
909295153,1522311648,36202360,1318822808,1537385460000,1836797772,1,1383547042
329645619,3213500,923219673,1604125387,1537385520000,1668627309,1,1795799895
1698097425,1376400422,418304857,1050349584,1537385580000,1815546035,0,1864350231
25548982,1735934726,861842890,553871028,1537385640000,250370634,1,724125922
1843368112,1465085305,989938643,1519280649,1537385700000,1262822392,0,120694604
916419490,522764626,2106620844,2006034581,1537385760000,979294118,1,1663411182
488044861,1740189450,731260860,1709366259,1537385820000,1335298403,0,1643691748
2068434592,143110009,2142003995,1535634836,1537385880000,1846412426,1,1539805781
1206883981,601893033,1037324811,1525037790,1537385940000,1627821297,1,1132547352
1549409129,922872566,1651855867,727001376,1537386000000,660143728,0,523691575
1468303011,1427810650,902919927,503195940,1537386060000,1857815974,0,1852584274
1354011814,1022308509,846238611,1033490990,1537386120000,1241276575,1,215145189
982007015,1232306490,1663166483,2042495840,1537386180000,36333492,1,1468357786
990398217,841283083,1675763772,520016214,1537386240000,1731722639,0,1924582348
11003494,1757143877,817406040,1955915048,1537386300000,1270855946,1,2083117811
157683534,1518864111,1816757085,1585787493,1537386360000,1730173572,0,2097514481
1568059495,706197430,1325808650,510464020,1537386420000,1987083830,0,1632492873
525683462,1766724936,473581465,319977154,1537386480000,648680157,0,1071097621
1897871865,1908143486,133250414,85777802,1537386540000,222624801,1,603650290
762227630,1316864772,1685232414,280744458,1537386600000,1213216872,0,1754638213
407858146,1454031203,527446182,1511785794,1537386660000,963601816,0,961419791
665188480,489279267,1596467899,377478451,1537386720000,513169028,1,1301664418
1408652377,990416209,394714818,1952779858,1537386780000,366004251,1,1791868405
1260134048,391618063,81009902,57748372,1537386840000,674483268,0,54495403
665372494,764372388,459857341,1684890795,1537386900000,94264799,1,1399499405
238157928,32863545,1995616381,1883919084,1537386960000,1860513229,0,1150538133
662822946,92150540,1110623531,410495873,1537387020000,811587677,0,1166807841
289639718,885851948,2048834776,1605283233,1537387080000,1384722895,1,245475541
22429093,733957003,815992954,868737467,1537387140000,55331187,1,1392425346
2054574951,1991294891,399931359,809762318,1537387200000,2028371466,1,198761306
798244209,525571,1263877414,110771485,1537387260000,141289226,0,1208736537
710239027,2104545713,712256162,1018298342,1537387320000,1039949752,0,1182461167
1297149880,2116908859,561247961,813656972,1537387380000,2048425748,0,1863932867
1373810119,445288316,592688102,103887628,1537387440000,1123629720,0,205962452
842326585,1032986144,917819120,263025902,1537387500000,438135304,1,936580213
662736689,1131316523,852687460,495792375,1537387560000,1045941616,0,161960012
738433734,1484594489,1489069835,1800890735,1537387620000,1538399081,1,1805013491
951880373,1752203484,601008104,2056418216,1537387680000,648525677,0,1253946629
2095490653,352359770,243745864,699780352,1537387740000,1613255205,1,1897115967
1166151249,1121453612,1615056168,213193302,1537387800000,1502635287,1,1543237999
632249781,19717364,1540270363,1597655940,1537387860000,2619171,1,1728790703
1227074340,1154002927,2070529722,1188753216,1537387920000,317986356,0,331510866
640363654,924477420,99451533,84739718,1537387980000,2050835901,0,511473681
2011986105,439904756,171497379,2012846597,1537388040000,1665404403,1,988458918
1990451863,1295083508,249155636,1629604310,1537388100000,142555199,0,1320677379
246399377,1630521067,274773041,1629911510,1537388160000,292917034,0,242355057
455538610,1226622409,1957502751,1780132728,1537388220000,1177377518,0,1773206895
1970881185,1250391581,1725017993,140799417,1537388280000,926370398,0,1181869371
767010715,110431793,192794887,1122805102,1537388340000,1391942103,1,2092769598
422392391,1053631449,1453128758,1136497418,1537388400000,863125040,1,1693847660
1429880200,2050019814,1485955886,212921632,1537388460000,149047107,0,1956710488
603856241,682376643,854507466,1316061703,1537388520000,490150701,0,1413246829
334203599,1372082959,1946403944,1131645570,1537388580000,209833425,0,532854629
1971851377,712025048,681384962,586084331,1537388640000,399534175,1,949057310
2024542466,770189387,963522361,175408781,1537388700000,315138752,0,2114874018
911312317,415186196,1337344609,1113619023,1537388760000,2015781843,1,428910174
1682463303,633075331,1858609436,1920387277,1537388820000,1414147750,0,775931202
22069592,1160003871,1075738627,282828951,1537388880000,394721749,1,1884122755
1134612201,246550802,786041152,897074030,1537388940000,1885996206,1,1859039536
278934944,1739876329,1205555397,1543974463,1537389000000,1293618474,0,156545103
345281752,1896294051,1684015092,1209669119,1537389060000,2014866032,0,811760110
1415157681,1291113768,2005167404,1418385211,1537389120000,1282811396,0,641853239
1920467934,1883840933,233996206,614685048,1537389180000,385337537,0,789219251
832279283,265119009,668210649,1545087375,1537389240000,838411509,1,1434041222
1375995437,1338841523,929776179,802581203,1537389300000,1561408618,1,2050404090
388043093,188576144,1608230649,282432134,1537389360000,266437232,0,1873859565
1843289228,1361289747,1381128261,999609945,1537389420000,615634843,0,1758386724
673068808,900008524,520232556,17037394,1537389480000,1484531981,0,1159114532
1256728724,1412925683,1832580921,497359413,1537389540000,369241501,0,2124046270
1151593579,1902260856,1988859660,1514160588,1537389600000,22756955,1,1640639994
1263793464,323326911,1270144618,2074185499,1537389660000,797925218,0,275310919
2109874862,183284570,1607305514,146305349,1537389720000,1686369710,0,194706439
942518407,1943325854,134310351,1411892748,1537389780000,22805895,1,1413378318
1475491159,1024429571,1667689440,1157058691,1537389840000,40472007,0,1138193439
398110318,1765250898,670971910,1601292138,1537389900000,494586676,0,1218593486
508198356,1330754528,79290965,1582785598,1537389960000,322836221,1,1370651081
450003680,2134991632,480971771,1586845078,1537390020000,1356728614,0,611563982
1615039080,336484883,876213901,230528013,1537390080000,1909546776,1,392781299
1822383117,233021551,1991313236,736778932,1537390140000,1032000752,0,770911223
1392906938,708890004,255944888,1004095028,1537390200000,1487470647,1,1948863195
1890187342,19986569,294184992,793315160,1537390260000,270397815,1,376416077
1089504328,660879561,1485697819,867398280,1537390320000,2007331442,0,1904324159
1176735295,1848415041,843467284,1313532469,1537390380000,339924917,1,520022247
518522822,124407148,85445963,1825027294,1537390440000,852445367,0,1738236591
1558021762,225290371,1169146729,2040352617,1537390500000,1237598030,1,688766789
302155142,24606376,1772160903,756185697,1537390560000,733672688,1,297927961
1891546521,1312884893,849373393,868964689,1537390620000,912011468,1,1881129850
1095293768,673186785,2142080121,1906808037,1537390680000,1983025922,1,1579526446
1308109015,11902257,1660794022,300031246,1537390740000,500179317,1,824208363
1048027629,1073533248,599491651,293002476,1537390800000,302870502,1,1268959798
876926621,326298949,1786364562,928466577,1537390860000,624271064,1,564742142
90205195,135184888,21257599,1782148126,1537390920000,1816089958,1,306206744
827084938,280265505,112619572,371619938,1537390980000,1161667116,1,1898220577
1143371233,1634132079,1239548589,477289012,1537391040000,1795960102,0,1027591600
1678854096,1849201180,1691875296,667346055,1537391100000,1225197672,0,1669712678
943081537,683962652,1500608548,341853399,1537391160000,513700442,1,366590980
1195067075,1366025231,1007309018,1684792003,1537391220000,2038148563,0,2008966511
433874882,572191680,103536485,37380050,1537391280000,2023938592,1,231977479
1427889191,93314457,1796371666,2076287037,1537391340000,1890627974,0,195615004
1935972447,97652294,1889248251,1027007693,1537391400000,1783047508,1,2146608740
1381713434,1489092624,192881625,1641313620,1537391460000,1773638882,1,1059063940
1295226194,252651381,1514840818,1704064279,1537391520000,878274034,0,1117509763
1296674576,664457955,1477657879,1146147158,1537391580000,1147258851,1,891095110
2011482127,905735620,2145970759,577405636,1537391640000,1931444790,0,626742236
500772834,1800659519,1691538257,459848100,1537391700000,1335505684,1,992768706
1226204845,393040818,158453976,1368594774,1537391760000,726281927,0,1447499999
1371006431,413601558,1658926803,210652080,1537391820000,1652149987,1,1107730949
700072760,1461149300,2075495587,206835546,1537391880000,1997287019,1,436546048
1300393335,1627428162,2011791487,1150284200,1537391940000,439928219,0,2138564891
1151755506,2141179775,592959754,1663619914,1537392000000,341748265,0,364604394
146370526,758013696,1279309678,48914743,1537392060000,1106131243,1,510109769
1473611564,107456312,921760190,360067785,1537392120000,1860250540,1,1426329391
1690859824,1074593562,660017404,1381965390,1537392180000,1979313356,0,1386883398
1306854175,1742920067,1564984895,1587819720,1537392240000,1002191352,1,1256440269
704024720,1452012306,211968962,1486566962,1537392300000,1173643169,1,1282287470
1397616978,1390835631,889729797,148912029,1537392360000,874217650,0,1436664465
558187323,680576081,1088872417,453523494,1537392420000,274722023,0,1052967153
1210898719,306123060,2104028992,1527430292,1537392480000,1975546571,1,521960438
632587706,726950788,1567885839,558569884,1537392540000,550752602,1,680779399
1439337960,741669172,315860201,604125138,1537392600000,631659383,1,785447854
556529265,346224929,63468833,720167805,1537392660000,1418334255,1,1466073198
398690014,1526298704,1593180232,492079624,1537392720000,380242442,1,125881207
1763344271,1353170030,370869802,398572781,1537392780000,765284253,1,1077199500
240166646,351028485,1405747618,898406901,1537392840000,1054932644,0,1213349904
1259769769,444920847,589835301,2032188048,1537392900000,112466394,0,992846223
1493625803,630074945,64133603,1436901839,1537392960000,999522307,0,1866161430
2024918163,107241811,558922244,339099861,1537393020000,1653986196,1,1197365356
1702660825,1131040331,254749889,973576304,1537393080000,992802731,0,715521683
1545242146,1524126153,102065302,63001505,1537393140000,191037037,1,330084561
1043351526,937773018,728258269,1572098393,1537393200000,1627857534,1,2084663827
360062456,1790421142,846947180,1172131546,1537393260000,1616974404,1,927327686
1582071873,1908981452,433287555,27319466,1537393320000,1003752023,1,266272063
226744878,172032696,299644693,1771243284,1537393380000,2052256418,0,2013559698
143695640,2043318969,341878976,1331923253,1537393440000,1132967838,0,1853205005
2143431083,750468423,1384010761,295221641,1537393500000,2147046752,1,182259421
715378067,2124643775,1262773598,688726285,1537393560000,494317290,0,2027775614
282821294,1344199921,2025269734,1800031768,1537393620000,667447085,1,26728049
1076770748,2041416495,502800944,576936864,1537393680000,331418503,1,111156771
1519736165,1653844940,2039810346,2143437117,1537393740000,260840925,0,1891502635
557023567,1276504061,597190999,603443293,1537393800000,510854293,0,2100961961
487075464,6320204,112302969,707976812,1537393860000,1989335500,1,1978869058
2131952342,1139700454,592617454,1340565491,1537393920000,671467883,0,407697359
802600647,1543148593,1571967156,574568002,1537393980000,952486988,1,932285561
2028555727,591391158,898557489,247944893,1537394040000,1014166943,1,1625082366
572593338,384294141,1024597427,990355670,1537394100000,296347592,1,956420404
349420578,315932542,1277009227,2065857933,1537394160000,1914301543,0,1157726741
1708570683,225472281,817348612,2045766957,1537394220000,690521419,1,665726928
689401025,790067787,1115201599,343856911,1537394280000,102617125,1,306980751
363988129,1997963191,534906248,1826699684,1537394340000,1769193365,1,769429195
580718781,1196695891,867148091,2051853139,1537394400000,815674463,0,1453774246
416153648,71587369,1169794610,634540230,1537394460000,1307904972,1,1797712197
1671846437,1422222071,831236296,1840976765,1537394520000,1016925085,0,1127224355
789653861,436532993,1318180415,222511810,1537394580000,733943822,1,373182087
1457410641,1100767002,313540687,1990098664,1537394640000,1383524016,1,1907431275
1637061418,1686100174,22671767,2024453272,1537394700000,98394724,1,536765369
1374026904,2085002312,317071334,2129221032,1537394760000,1472465,1,1224347463
1791045777,1580297332,1831477404,1966250569,1537394820000,370440646,0,1125381564
2130772866,511717113,728739494,2005733474,1537394880000,6750210,1,521081105
1237550792,1448247698,1846406218,158199555,1537394940000,1556995360,1,517052730
524241174,2035070981,1264213713,1506809545,1537395000000,1019384604,0,550668305
963110412,1624820151,1219161283,2081191879,1537395060000,2061347276,0,1559122513
1128096251,1552978964,1259652483,1699113578,1537395120000,1306324352,1,355790875
2028017635,782378927,70807318,910091170,1537395180000,1183888521,1,2041605291
1052245076,2136288211,1008925772,1175259735,1537395240000,1205406622,1,293907205
988800485,345902941,454325163,796667727,1537395300000,1794717576,0,251210093
919112242,2021707251,1541857308,479397964,1537395360000,1861781750,1,283717519
2095303566,2025221430,1378084334,200224114,1537395420000,1773283386,0,581318631
1877453512,487694075,1704629915,1989184704,1537395480000,611572016,1,889486595
77269878,1990160809,1285524499,1524960486,1537395540000,117009527,1,199640888
1000975683,1238959340,76432244,1030228826,1537395600000,1264413185,1,1243806178
1010931249,1099855928,1629687658,1007880005,1537395660000,215219944,0,1043208434
1192171522,1661081225,1882554559,1049817027,1537395720000,23211803,0,1923598304
776700275,118394766,386163331,1540374340,1537395780000,694316372,0,1516500233
1850180796,884452399,235237152,1259014228,1537395840000,431687661,0,283383329
893192050,644345897,1738674023,1472682156,1537395900000,178049969,0,333683827
1691185247,153245266,1699679644,1782580546,1537395960000,1702940637,1,2114684409
1664439369,154482552,1781071780,1219402581,1537396020000,24119573,1,568221876
203849460,820914198,836220863,1667148529,1537396080000,1546693040,1,501187768
288994035,128359175,1585635178,1058634310,1537396140000,1668016508,1,1353070773
404214852,1822971466,1354003114,825658265,1537396200000,388357135,0,957465255
1254344205,1336735375,1984990929,1105423942,1537396260000,365181913,0,1031061344
1327536153,367746789,558216562,961712517,1537396320000,1928931046,0,1034568234
835227336,482082765,667821226,1209702763,1537396380000,1028780142,0,2128029086
686466458,875016237,105374791,1107024580,1537396440000,1010856212,1,904861801
204715855,318857719,745962066,1637290981,1537396500000,1888442711,1,1754894440
1998767043,787738361,607932305,168366,1537396560000,1642030774,0,1357563986
384587033,49752459,411506101,514455215,1537396620000,1780034814,1,1360657223
1905485420,551479935,58940486,501107890,1537396680000,1997859171,1,550402284
959869407,1449263511,116237769,1438098656,1537396740000,1594199808,1,422396878
1912962767,452805835,1769190683,447981768,1537396800000,1125736023,0,858952163
1201484275,1089418272,1233990028,1847008471,1537396860000,1076607567,0,2036127838
1509791656,257608164,306115458,230643635,1537396920000,944427387,1,1636182655
71399214,1932831450,496729294,1302227152,1537396980000,1122606666,1,350068407
1390869998,1820383114,1645547422,440737101,1537397040000,2141817446,1,369049246
1608297024,1841396611,1577592551,854587510,1537397100000,148626113,1,1847637306
1904253191,1021436681,1790585734,22600334,1537397160000,1961173763,1,1202683709
2087885397,1002021887,1712943792,1525919705,1537397220000,842741472,1,1156304131
1766505436,771775563,1164440413,1610525991,1537397280000,1666607455,1,1327006586
899644639,530737374,1332668132,1147580192,1537397340000,173099767,1,112797691
1045997582,1337335626,1336996537,7967307,1537397400000,2073707154,1,78204644
1287934450,6519275,692331943,1741979653,1537397460000,166794956,0,306612792
447212746,1496355635,1484171695,2127036371,1537397520000,1529060733,0,106374177
1803669141,712609105,1836463382,1388278453,1537397580000,934275857,1,1364913072
232307208,609962972,1818544933,1793436274,1537397640000,572868060,1,1549725679
371800738,1364767791,1499136125,1926343982,1537397700000,762476028,1,966739377
952562199,1199673596,2044903525,982757413,1537397760000,902478634,1,2114444063
294247762,918312414,1448061896,382750013,1537397820000,1240232440,1,489349054
915416632,574434418,150268540,1130894323,1537397880000,1962826816,1,1072410641
283318938,320304382,361571968,2005169944,1537397940000,2134607032,0,1470344997
728115831,2131670196,1546908073,371439501,1537398000000,210506412,1,112049309
1162918744,1321530272,573673894,1226020905,1537398060000,156856360,0,1617550160
1325124186,461160828,1499867659,2012993836,1537398120000,1740797075,1,440938038
1922464006,1536031937,798981583,1954406292,1537398180000,904058452,1,29183965
1427651360,1334042472,1827725498,131635550,1537398240000,319644606,0,1118078504
691690486,1793799654,310623126,1961945640,1537398300000,258931371,0,1008315045
860481979,1083962448,953742666,1239759990,1537398360000,891093184,1,708533063
1438030319,902830499,1754662105,403147759,1537398420000,2040467681,1,1278677872
341796579,807657332,825936265,1164107853,1537398480000,711327356,0,68377659
1661123505,825249556,883151184,709865851,1537398540000,1550207152,1,1864230087
1168019749,311239812,2093010349,2088445230,1537398600000,1297978429,0,915349526
1280851663,1764696127,1223867739,129153987,1537398660000,168907708,1,447718425
1206569586,1427381743,1427646530,846254484,1537398720000,592983282,1,1448525331
1108924067,1984975621,348984985,2005435445,1537398780000,1939990953,0,119358627
2073621255,1208121709,873610597,1497845528,1537398840000,1710989308,1,1047087935
464887938,2020152163,1104443373,898694235,1537398900000,60292059,1,869601985
1365008457,1671179293,1609124502,1144068272,1537398960000,1985836631,1,1948471365
1636506029,758348212,817978763,1578009262,1537399020000,1735507635,1,1362728240
1798219673,1092572064,728885526,922511709,1537399080000,678433396,1,331994761
928294079,1647809929,1258084361,391914049,1537399140000,96406857,1,1534745514
2003496028,30578394,2088371948,1976870338,1537399200000,1434234664,1,1083021083
1819063424,1011279482,208866101,543846639,1537399260000,690686166,1,576020159
921420643,1165303897,887750041,1010953501,1537399320000,1423561005,0,943870983
1136419747,1881561036,1785507932,1084502906,1537399380000,1613095350,0,587153993
757004314,1279271200,52908367,1527953000,1537399440000,18242360,0,1276261147
1971764991,996796369,135640095,1430439149,1537399500000,359922172,0,1632682988
1153447573,132577100,231756373,1786294176,1537399560000,793331940,1,522553046
275266973,1069716895,1521083627,1770642014,1537399620000,945591847,0,328827614
109228794,561959774,2110756088,580871917,1537399680000,823723302,0,1714078840
1732502545,1051876890,1199262943,2009221452,1537399740000,257513673,1,590845366
1052195003,1541049864,511707818,25536233,1537399800000,116405378,1,164974746
396283472,989892772,1020520290,530653666,1537399860000,2125238280,0,1092004553
1658699134,1961176822,1859374258,442987331,1537399920000,366873404,1,1217467887
945288723,428566321,2087258327,1016550616,1537399980000,1006094903,1,2030538903
1293680848,1261153343,1309176095,198099809,1537400040000,645482568,1,807752428
1026055550,1073763441,752316209,914356853,1537400100000,1229161065,0,195228908
471579726,1442726378,16503286,484589713,1537400160000,1574598287,1,2056031695
606508809,718187988,615438348,978508707,1537400220000,710708543,0,1965237677
664792509,188523822,1170727939,690339675,1537400280000,1896828359,1,536122141
1709804316,1630678941,1792550665,1359953204,1537400340000,2014838114,0,136936250
593687897,187472540,1276611190,262457445,1537400400000,1004023029,1,1414506856
612097453,221634215,2003891312,1583159071,1537400460000,607207372,1,131206411
2012330741,1101184763,1816147548,2079179914,1537400520000,20049680,0,1437654187
951050903,770947228,590646109,1882349076,1537400580000,936292831,1,130668770
2151717,1644231115,537066525,1766145591,1537400640000,1867139015,0,182531396
1026871825,2109798150,1074389766,1136768342,1537400700000,1484673893,0,587003819
769798433,1665620686,1233705144,202125197,1537400760000,811301908,1,1762902523
1725008249,197964393,1620890840,402115881,1537400820000,2106000623,0,330739404
361398902,1010670443,2044215423,1606304070,1537400880000,510063093,0,1313916817
1966124444,1487500813,1911152052,961409111,1537400940000,1231156911,1,1525409936
1708169732,868815265,1977310713,1886491834,1537401000000,294658058,0,1781493632
1169474473,966544353,689745064,945722724,1537401060000,1536471117,0,9190301
1278852808,63390,2129144075,525968792,1537401120000,504858437,1,422330142
649329985,1955920234,1444635922,775386112,1537401180000,391630194,1,1146825051
1239807799,1550261631,1970436060,1753127384,1537401240000,239372207,1,1789718525
210156003,279593458,989447607,925308434,1537401300000,249034932,1,1278254413
940584193,931675031,111900554,1312381159,1537401360000,2012744708,1,31114735
1552999801,1491755116,1866850137,954702563,1537401420000,1661406123,1,1759899303
689654773,758119607,1982787818,838449246,1537401480000,1112414583,1,282496973
293508253,1840903588,1603198149,2063763486,1537401540000,515715487,1,1007412025
365590665,2053591126,220309324,1850777594,1537401600000,681094281,0,1748876332
1747352992,40075281,1878169648,1781241150,1537401660000,825962150,0,793138072
1418620248,1648001170,169663597,391877669,1537401720000,815320891,1,101775274
1778629809,565372776,1462044018,1443435931,1537401780000,555273695,1,396883763
1750498848,1995250556,301749835,961160488,1537401840000,1647766367,0,2082351774
262366552,1730704097,848363848,1062635358,1537401900000,726379593,0,265321659
896644936,1050065615,1212772528,1148254374,1537401960000,2089016471,0,2001223946
1946645411,938545229,1433666880,1610702581,1537402020000,794075965,0,270056930
1706292388,254801937,90767234,1355457888,1537402080000,707161353,0,1522132780
409962262,495702238,73181251,298430307,1537402140000,1970982267,0,917831210
